## STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;Extra1;Extra2;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
##;;;;;;;;;;;X
##;MAJOR NOTE ABOUT THIS FILE:;;;;;;;;;;X
##;;;;;;;;;;;X
##;This file contains strings used directly by the game engine and no modifications should be made to it by mods.;;;;;;;;;;X
##;To redefine a text string from this file, place it in mods.csv and do the change there. Note that redefined engine strings must match exactly the format used by original text or the game could behave abnormally.;;;;;;;;;;X
##;This file is loaded just before messages.csv and mods.csv text files and will replace any strings defined by previously loaded text files, but will trigger error on each replacement if extra debug logs are enabled (settings.cfg).;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;EDITING TIPS:;;;;;;;;;;X
##;;;;;;;;;;;X
##;Open this document in Excel, version 5 or later.;;;;;;;;;;X
##;To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;X
##;Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;X
##;Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;X
##;Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;X
##;Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;X
##;Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;X
##;Place the cursor in cell C2 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost column while still having the string names/comments and the English original text in the left and middle column;;;;;;;;;;X
##;CAREFULLY read the instructions in cells B26 - B68;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted by the engine, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;2) '%d' is for indicating where integer value is inserted by the engine, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places.;;;;;;;;;;X
##;3) '%.0f' is for indicating where non-integer value is inserted by the engine, and MAY NEVER BE REMOVED! 0 can be replaced by another number and defines displayed digits after the decimal point. Add '+' in front of '.' (example: '%+.2f') to display the sign of the number.;;;;;;;;;;X
##;4) '%c' is for indicating where a single character is inserted by the engine, and MAY NEVER BE REMOVED! ;;;;;;;;;;X
##;5) '\%%' can be used to display a single '%' character in texts. Use that with caution and avoid if possible as it could cause issues if used improperly.;;;;;;;;;;X
##;6) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.;;;;;;;;;;X
##;7) The characters '#' (hashmark), semicolon, '%' (percentage sign), '¶' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes as this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X
##;8) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;9) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;10) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;11) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS (Red,Green,Blue values):;;;;;;;;;;X
##;§A;0,64,0;;;;;;;;;X
##;§B;0,0,192;;;;;;;;;X
##;§C;128,0,0;;;;;;;;;X
##;§D;255,255,0;;;;;;;;;X
##;§E;255,0,255;;;;;;;;;X
##;§F;255,128,0;;;;;;;;;X
##;§G;0,100,0;;;;;;;;;X
##;§H;128,128,128;;;;;;;;;X
##;§I;0,0,255;;;;;;;;;X
##;§J;0,192,0;;;;;;;;;X
##;§M;100,255,100;;;;;;;;;X
##;§N;255,100,100;;;;;;;;;X
##;§R;240,0,0;;;;;;;;;X
##;§W;255,255,255;;;;;;;;;X
##;§Y;208,232,248;;;;;;;;;X
##;§Z;0,0,0;;;;;;;;;X
##;§§;restores old color;;;;;;;;;X
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X
##;12) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string). However you will notice once the translation is inserted that space IS limited in quite a few areas so be brief, and try not to use words that are considerably longer than the English original.;;;;;;;;;;X
##;13) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;14) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;15) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not exported into the actual text database file);;;;;;;;;;X
##;16) Test any special punctuation symbols and characters for proper displaying by the game first, before using those in other texts.;;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE:;;;;;;;;;;X
##;Save as 'Semicolon Separated (.csv)' format, and make sure file name is not changed.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE:;;;;;;;;;;X
##;If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
## LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;Extra1;Extra2;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
DIPROL_SE_1;We can only send expeditionary forces to allies.;Nous ne pouvons envoyer un corps expйditionnaire qu'а nos alliйs.;Possiamo solamente inviare forze di spedizione agli alleati.;Sуlo podemos enviar fuerzas expedicionarias a aliados.;Wir kцnnen unseren Verbьndeten nur Truppen senden.;Moїemy wysіaж korpus ekspedycyjny tylko do naszych sojusznikуw.;;Мы можем посылать экспедиционные войска только союзникам.;;;X
DIPROL_PUP_0;Create a puppet regime in %s. This is only possible when we control more than 66 percent of their keypoints. They will then submit to all our territorial demands and install a loyal regime. They will also join our alliance and grant us access through their territory.;Instaurer un rйgime fantoche en %s. Cela n'est possible que si vous contrфlez plus de 2/3 des points stratйgiques de cette nation. Le nouveau gouvernement nous sera loyal et cйdera а toutes nos revendications territoriales. La nation rejoindra йgalement notre alliance et nous accordera l'accиs militaire sur son sol.;Crea un governo fantoccio in %s. Ciт и possibile solo se controlli piщ del 66 per cento dei loro punti chiave. A questo punto, esaudiranno tutte le tue richieste territoriali, instaureranno un regime fedele, si uniranno alla tua alleanza e ti garantiranno l'accesso nel loro territorio.;Crear un gobierno tнtere en %s. Sуlo se podrб solicitar cuando controlemos mбs del 66 por ciento de sus puntos claves.  Entonces accederбn a todas nuestras reclamaciones territoriales e instaurarбn un rйgimen que nos serб fiel. Tambiйn se unirбn a nuestra alianza y, ademбs, nos concederбn acceso por su territorio.;Erstellen Sie eine Marionettenregime in %s. Dies kann nur angefordert werden, wenn wir ьber 66 Prozent ihrer Schlьsselpunkte kontrollieren. Dann werden sie all ihre Gebietsansprьche an uns abtreten und eine loyale Regierung aufstellen. Weiterhin werden sie unserem Bьndnis beitreten und uns eine Durchmarschgenehmigung durch ihr Territorium erteilen.;Stwуrz paсstwo satelickie w %s. Opcja dostкpna tylko w przypadku kontrolowania ponad 66 procent ich kluczowych punktуw. Paсstwo odda nam wszystkie tereny, ktуrych zarz№dzamy, zaprzysiкgnie nowy, lojalny nam rz№d, zostanie naszym sojusznikiem i zapewni nam dostкp militarny.;;Установить марионеточный режим в государстве %s. Это возможно только в том случае, если вы контролируете не менее 66 процентов их ключевых провинций. Они уступят нам все провинции, на которые мы претендуем, и установят лояльный к нам режим. Кроме того, они автоматически войдут в наш союз и предоставят право на проход войск через их территорию.;;;X
DIPROL_DEMT_0;We will ask %s to cede the provinces which are rightfully ours.;Nous exigerons de %s qu'ils nous cиdent les provinces qui nous reviennent de droit.;Chiederemo a %s di cedere le province che ci spettano di diritto.;Pediremos a %s las provincias que nos pertenecen por derecho.;Wir bitten %s um die Abtretung der Provinzen, die uns rechtmдЯig gehцren.;Zaї№damy od %s oddania prowincji, ktуre prawnie siк nam naleї№.;;Мы потребуем у государства %s уступить нам провинции, которые принадлежат нам по праву.;;;X
DIPROL_DEMT_1;It is against our policy to claim provinces from %s.;Il est contre notre politique de rйclamer des provinces de %s.;E' contrario alle nostre politiche reclamare province da %s.;Es contrario a nuestra polнtica reclamar provincias de %s.;Es ist gegen unsere Politik, Provinzen von %s zu fordern.;Jest przeciwko naszej polityce, by ї№daж prowincji od: %s.;;Это противоречит нашей политике - требовать провинции у государства %s.;;;X
DIPROL_LA_0;We are not part of any Military Alliance so we cannot leave one.;Nous ne faisons partie d'aucune alliance militaire, nous ne pouvons donc pas la quitter !;Non facciamo parte di alcuna alleanza militare, quindi non possiamo uscirne.;No formamos parte de una alianza militar, y no podemos salir de ninguna.;Wir gehцren keinem Militдrbьndnis an, deshalb kцnnen wir auch keines verlassen.;Nie naleїymy do їadnego sojuszu, wiкc nie moїemy їadnego opuњciж.;;Мы не входим ни в один из военных союзов.;;;X
DIPROL_LA_1;We cannot leave our current alliance. This is not possible because it is a major alliance and we lead it or are in a war.;Nous ne pouvons quitter notre alliance actuelle. Chose impossible s'il s'agit d'une faction majeure, et que nous la dirigeons, ou si nous sommes en guerre.;Non possiamo abbandonare l'attuale alleanza. Questo non и possibile se si tratta di uno schieramento importante di cui noi siamo i leader oppure se и impegnato in una guerra.;No podemos dejar nuestra alianza actual. Esto no es posible si es una facciуn importante y la lideramos o estamos en guerra.;Wir kцnnen unser aktuelles Bьndnis nicht verlassen. Das ist nicht mцglich, wenn es sich dabei um eine wichtige Fraktion handelt und wir diese anfьhren oder wir uns im Krieg befinden.;Nie moїemy opuњciж sojuszu jeњli prowadzimy wojnк lub jeњli jesteњmy przywуdc№ jednej z historycznych stron konfliktu.;;Мы не можем выйти из военного союза. Это невозможно, пока мы возглавляем его, или находимся в состоянии войны.;;;X
DIPROL_LA_2;We will leave the military alliance with %s.;Nous allons quitter l'alliance militaire avec %s.;Romperemo l'alleanza militare con %s.;Dejaremos la alianza militar con %s.;Wir werden das Militдrbьndnis mit %s verlassen.;Wypowiemy sojusz z %s.;;Мы выйдем из военного союза с государствами: %s.;;;X
DIPROL_IN_0;Influence %s to make their policies and views more similar to ours.;Influencer %s pour que l'orientation politique de cette nation se rapproche de la nфtre.;Convinci %s ad assumere atteggiamenti e punti di vista simili ai tuoi.;Influir en %s para que su polнtica y visiуn sean mбs similares a las nuestras.;%s beeinflussen, um ihre Politik und Ansichten den unseren weiter anzunдhern.;Wpіyс na paсstwo: %s, niech zmieni№ swoj№ politykк i pogl№dy na bliїsze naszym.;;Повлиять на государство %s, чтобы их политика шла в русле наших интересов.;;;X
DIPROL_CN_0;Replace the government of %s with a government more loyal to us.;Destituer le gouvernement de %s et le remplacer par un autre qui nous soit plus favorable.;Rimpiazza il governo di %s con uno piщ fedele.;Sustituir al gobierno de %s por otro que nos sea mбs leal.;Die Regierung von %s mit einer uns loyaler gesinnten Regierung ersetzen.;Wymieс skіad rz№du %s na bardziej lojalny wobec nas.;;Заменить правительство страны %s на другое, более лояльное к нам.;;;X
DIPROL_WAR0;While at war with a nation you can move your troops into its territory and occupy its territory. Occupied territory adds resources to your nation. When you have fully conquered another nation, you can then annex them.;En temps de guerre, vous pouvez dйplacer vos troupes vers les territoires ennemis et les occuper. Les provinces occupйes vous fournissent alors toutes leurs ressources. Une nation intйgralement conquise peut кtre annexйe.;Mentre sei in guerra con una nazione, puoi spostare le tue truppe all'interno del suo territorio e occuparlo (prendendo le risorse). Quando conquisti completamente un'altra nazione, puoi annetterla.;Mientras estйs en guerra con una naciуn, podrбs mover tus tropas por su territorio y ocuparlo. El territorio ocupado supone mбs recursos para tu naciуn.  Cuando hayas conquistado por completo otra naciуn, podrбs anexionбrtela.;Wenn Sie sich mit einer Nation im Krieg befinden, kцnnen Sie Ihre Truppen auf das Territorium dieser Nation verlegen und es besetzen. Ihre Nation wird von besetzten Gebieten mit Ressourcen beliefert. Wenn Sie eine andere Nation vollstдndig erobert haben kцnnen Sie sie annektieren.;Podczas wojny z innym paсstwem moїesz przesun№ж swoje wojska na teren przeciwnika i rozpocz№ж jego okupacjк. Taka prowincja przekazuje zasoby na rzecz Twojego kraju. Kiedy caіkowicie podbijesz jakieњ paсstwo, moїesz dokonaж jego aneksji.;;Когда мы находимся в состоянии войны с каким-либо государством, мы можем перемещать войска на его территорию и оккупировать ее. Ресурсы оккупированных территорий поступают в наше распоряжение. Если мы полностью завоевали другое государство, мы можем аннексировать его.;;;X
DIPROL_WAR1;You may not declare war upon %s again until %s %d.;Vous ne pouvez dйclarer la guerre а %s avant %s %d.;Non puoi dichiarare nuovamente guerra a %s fino a %s %d.;No puedes declararle la guerra a %s hasta: %s %d.;Sie kцnnen %s bis zum %s %d nicht den Krieg erklдren.;Nie moїesz ponownie rozpocz№ж wojny z %s aї do %s %d.;;Мы не можем объявить войну государству %s до %s %d.;;;X
DIPROL_WAR2;You may not declare war upon %s, since you are part of the same military alliance. You need to leave the alliance first.;Vous ne pouvez pas dйclarer la guerre а '%s' car vous faites partie de la mкme alliance militaire. Vous devez d'abord quitter votre alliance ou en exclure cette nation !;Non puoi dichiarare guerra a %s, poichй fate parte della medesima alleanza: prima devi abbandonarla o espellere il tuo avversario.;No puedes declararle la guerra a %s, ya que formбis parte de la misma alianza militar. Deja la alianza o expulsa a tu adversario antes.;Sie kцnnen %s nicht den Krieg erklдren, da Sie dem gleichen Militдrbьndnis angehцren. Verlassen Sie das Bьndnis zuerst oder verbannen Ihren Gegner daraus.;Nie moїesz wypowiedzieж wojny %s, poniewaї jesteњcie sojusznikami. Najpierw opuњж sojusz lub wyrzuж z niego przeciwnika.;;Мы не можем объявить войну стране %s, так как мы входим в один военный союз. Поэтому вам необходимо либо выйти из этого союза, либо исключить из него будущего противника.;;;X
DIPROL_WAR3;They have granted military access to us, so you cannot declare war.;Cette nation nous a accordй l'accиs militaire, vous ne pouvez donc pas lui dйclarer la guerre.;Ci hanno garantito l'accesso militare, quindi non puoi dichiarare guerra.;Nos han concedido acceso militar, asн que no puedes declararles la guerra.;Sie kцnnen ihnen nicht den Krieg erklдren, da sie uns eine Durchmarschgenehmigung erteilt haben.;Zezwolili nam na dostкp militarny do swojego terytorium, wiкc nie moїna im wypowiedzieж wojny.;;Они дали нам право на проход войск, поэтому мы не можем объявить им войну.;;;X
DIPROL_WAR4;As a democratic nation, you cannot declare war upon another nation when you are at peace, unless that nation is very Belligerent and you have a firm Interventionist Policy.;En tant que nation dйmocratique, tout bonnement vous ne pouvez pas dйclarer la guerre а un autre pays en temps de paix, а moins qu'il ne possиde un niveau de belligйrance suffisant, et que vous n'ayez une politique interventionniste ferme.;Come nazione democratica, non puoi semplicemente dichiarare guerra a un'altra nazione in tempo di pace, a meno che la nazione in questione non abbia un valore Belligeranza abbastanza alto e che tu non abbia una decisa Politica interventista.;Como naciуn democrбtica, no puedes declarar sin mбs la guerra a otra naciуn si estбis en paz, a menos que йsta tenga bastante beligerancia y tъ una firme polнtica intervencionista.;Als demokratische Nation kцnnen Sie nicht einfach einer anderen Nation in Friedenszeiten den Krieg erklдren, es sei denn, diese Nation verfьgt ьber einen hohen Aggressivitдts-Wert und Sie verfolgen eine klare Interventionspolitik. ;Jako demokratyczny narуd nie moїesz po prostu wypowiedzieж wojny innemu paсstwu, chyba їe paсstwo to jest bardzo wojownicze, a Ty popierasz politykк interwencjonizmu.;;Так как мы являемся демократическим государством, мы не можем объявить войну другому государству, если оно недостаточно агрессивно, и мы не проводим твердую интервенционистскую политику.;;;X
DIPROL_WAR5;You may not declare war upon %s, since you have a non-aggression pact with them.;Vous ne pouvez pas dйclarer la guerre а '%s', car vous avez signй avec eux un pacte de non-agression.;Non puoi dichiarare guerra a %s dal momento che hai stipulato un patto di non belligeranza con questa nazione.;No puedes declarar la guerra a %s porque tienes un pacto de no agresiуn con ellos.;Sie kцnnen %s nicht den Krieg erklдren, da Sie einen Nichtangriffspakt mit ihnen unterschrieben haben.;Nie moїesz wypowiedzieж wojny paсstwu: %s, poniewaї mamy z nimi podpisany pakt o nieagresji.;;Мы не можем объявить войну государству %s, потому что подписали с ними договор о ненападении.;;;X
DIPROL_WAR6;You may not declare war upon %s while they are your puppet state.;Vous ne pouvez pas dйclarer la guerre а '%s' tant qu'ils restent votre йtat-satellite.;Non puoi dichiarare guerra a %s finchй questo paese sarа la tua nazione fantoccio.;No puedes declararle la guerra a %s mientras sea tu estado tнtere.;Sie kцnnen %s keinen Krieg erklдren wдhrend Sie sich im Marionettenstatus befinden.;Nie moїesz wypowiedzieж wojny paсstwu: %s, poniewaї jest ono Twoim paсstwem satelickim.;;Мы не можем объявить войну государству %s, потому что это наш сателлит.;;;X
DIPROL_WAR7;You may not declare war upon %s while relationships between our countries are higher than %.0f.;Vous ne pouvez pas dйclarer la guerre а '%s' tant que les relations entre nos nations sont plus hautes que %.0f.;Non puoi dichiarare guerra a %s mentre le relazioni tra le nostre nazioni sono superiori a %.0f.;No se puede declarar la guerra contra %s mientras las relaciones entre ambos paнses sea superior a %.0f.;Sie kцnnen %s nicht den Krieg erklдren, solange die Beziehungen zwischen den Nationen grцЯer als %.0f sind.;Nie moїesz wypowiedzieж wojny paсstwu: %s gdy stos. dypl. miкdzy krajami s№ wyїsze niї %.0f.;;Мы не можем объявить войну государству %s потому что отношения между нашими странами выше чем %.0f.;;;X
DIPROL_WAR8;You may not declare war upon %s while belligerence is lower than %.0f (current is %.0f).;Vous ne pouvez pas dйclarer une guerre contre '%s' alors que leur belligйrance est а moins de %.0f (actuellement : %.0f).;Non puoi dichiarare guerra a %s quando la belligeranza и minore di %.0f (quella corrente и %.0f).;Tъ no puedes declarar la guerra a %s mientras tu beligerancia sea menor a %.0f (actualmente es %.0f).;Sie kцnnen %s keinen Krieg erklдren, solange der Agressivitдt unter %.0f liegt (aktuell %.0f).;Nie moїesz wypowiedzieж wojny: %s podczas gdy ich wojowniczoњж jest niїsza niї %.0f (current is %.0f).;;Вы не можете объявить войну государству %s до тех пор, пока агрессивность менее %.0f (current is %.0f).;;;X
DIPROL_WAR9;You may not declare war upon %s while at the same side of a war against another country!;Vous ne pouvez pas dйclarer la guerre а '%s' lorsque vous кtes du mкme cфtй d'une guerre contre un autre pays !;Non puoi dichiarare guerra a %s mentre siamo dalla stessa parte in una guerra contro un terzo stato!;Usted no puede declarar la guerra a %s mientras este en el mismo lado en la guerra contra otro paнs.;Sie kцnnen %s nicht den Krieg erklдren, solange sie mit ihnen gemeinsam in einem anderen Krieg gegen einen anderen Gegner kдmpfen.;Nie moїesz wypowiedzieж wojny paсstwu: %s w czasie, gdy walczysz z nim po tej samej stronie w wojnie z innym krajem!;;Вы не можете объявить войну %s пока воюете с ней на одной стороне против другой страны!;;;X
DIPROL_PEACE0;This will make us sue for peace, in which case our pre-war borders will be restored.;Nous demanderons donc une paix avec retour aux frontiиres d'avant le conflit.;In questo modo ci ritroveremo a dover implorare la pace per ripristinare i confini precedenti alla guerra.;Esto harб que pidamos la paz y, de darse, volverбn las fronteras de antes de la guerra.;Dies lдsst uns um einen Frieden verhandeln, in dem unsere Vorkriegsgrenzen wiederhergestellt werden.;Jeїeli zmusz№ nas do zaproponowania pokoju, zostan№ przywrуcone granice sprzed wojny. ;;Мы просим мира без аннексий и контрибуций.;;;X
DIPROL_PEACE1;You must wait until %s %d until you can offer peace again.;Vous devez attendre %s %d avant de pouvoir proposer un nouveau traitй de paix.;Devi attendere %s %d prima di poter offrire nuovamente la pace.;Antes de poder ofrecer la paz de nuevo debes esperar hasta: %s %d.;Zum Unterbreiten eines neuen Friedensangebots mьssen Sie bis %s %d warten.;Musisz poczekaж do %s %d nim bкdziesz mуgі ponownie zaproponowaж pokуj.;;Вам необходимо дождаться месяца %s %d года, прежде чем вы вновь сможете предложить мир.;;;X
DIPROL_PEACE2;There is already a peace offer on the table and you cannot offer peace until you have responded.;Une proposition de paix vous est dйjа parvenue. Vous devez d'abord y rйpondre avant de faire une contre-proposition.;C'и giа una proposta di pace sul tuo tavolo: non puoi proporne un'altra prima di aver risposto.;Ya hay una propuesta de paz sobre la mesa y no puedes ofrecer otra hasta que haya una respuesta.;Wenn ein anderes Land ein Friedensangebot unterbreitet hat, mьssen Sie erst darauf reagieren, bevor Sie ein eigenes unterbreiten kцnnen.;Nim zaproponujesz pokуj, musisz najpierw odpowiedzieж na ich propozycjк.;;К вам уже поступило одно предложение о мире. Вы не можете предложить мир, пока не ответите на него.;;;X
DIPROL_ANNEX0;By Annexing a nation its provinces and military units become yours eternally and irreversibly.;Lors de l'annexion d'une nation, ses provinces et ses unitйs militaires passent immйdiatement et irrйmйdiablement sous votre contrфle.;Annettendo una nazione, le sue province e le unitа militari diverranno tue per sempre.;Al anexionarte una naciуn, sus provincias y unidades militares serбn tuyas eterna e irreversiblemente.;Durch Annektierung einer Nation kommen ihre Provinzen und Militдreinheiten fьr immer unwiederbringlich unter Ihre Kontrolle.;Aneksja paсstwa powoduje nieodwracalne przejкcie jego prowincji i wojsk.;;После аннексии государства все его провинции и армия навсегда станут нашими.;;;X
DIPROL_ANNEX1;You may only annex a nation if you control its capital and all key provinces.;Vous devez contrфler la capitale et tous les points stratйgiques d'une nation pour pouvoir l'annexer.;Puoi annettere una nazione solo se ne controlli la capitale e le province chiave.;Sуlo puedes anexionarte una naciуn de la que controles la capital y todas las provincias claves.;Sie kцnnen eine Nation nur dann annektieren, wenn Sie deren Hauptstadt und alle Schlьsselprovinzen kontrollieren.;Aby mуc dokonaж aneksji paсstwa, musisz kontrolowaж jego stolicк i kluczowe prowincje.;;Мы можем аннексировать государство только тогда, когда контролируем его столицу и основные провинции.;;;X
DIPROL_INV0;This will invite %s to join our Military Alliance.;Nous allons inviter %s а rejoindre notre alliance militaire.;Cosм inviti %s a unirsi alla nostra alleanza militare.;Esto invitarб a %s a unirse a nuestra alianza militar.;Dies lдdt %s ein, unserem Militдrbьndnis beizutreten.;Zaproњ paсstwo: %s do sojuszu.;;Это станет официальным приглашением государству %s вступить в военный союз.;;;X
DIPROL_INV1;%s is already member of a Military Alliance with %s.;%s est dйjа membre d'une alliance militaire avec %s.;%s и giа un alleato militare di %s.;%s ya es miembro de una alianza militar con %s.;%s ist schon im Militдrbьndnis mit %s.;%s jest juї sojusznikiem paсstwa: %s.;;Государство %s состоит в союзе со следующими государствами: %s.;;;X
DIPROL_INV2;Offer a military alliance to %s;Offrir une alliance militaire а %s;Proponi un'alleanza militare a %s;Ofrecerle una alianza militar a %s.;%s ein Militдrbьndnis anbieten;Zaproponuj sojusz paсstwu: %s ;;Предложить военный союз государству %s;;;X
DIPROL_INV3;We are at war with %s!;Nous sommes en guerre avec %s !;Siamo in guerra contro %s!;ЎEstamos en guerra con %s!;Wir befinden uns im Krieg mit %s!;Jesteњmy w stanie wojny z paсstwem: %s!;;Мы находимся в состоянии войны с государством %s!;;;X
DIPROL_JOIN0;Send a request to %s that we join the Military Alliance she has with %s.;Envoyer une requкte а %s pour rejoindre l'alliance militaire que cette nation forme avec %s.;Chiedi a %s di ammetterci all'alleanza militare che ha stipulato con: %s.;Envнa una peticiуn a %s para que nos unamos a la alianza militar que tiene con %s.;Bitte an %s senden, Ihrem Militдrbьndnis mit %s beitreten zu dьrfen.;Wyњlij informacjк do paсstwa: %s, їe chcemy siк przyі№czyж do sojuszu, ktуry zawarli z paсstwem: %s.;;Послать государству %s предложение о нашем присоединении к военному союзу, в котором оно состоит со следующими государствами: %s.;;;X
DIPROL_JOIN1;You are already a member of a Military Alliance.;Vous faites dйjа partie d'une alliance militaire.;Fai giа parte di un'alleanza militare.;Ya eres miembro de una alianza militar.;Sie sind bereits Mitglied eines Militдrbьndnisses.;Jesteњ juї zwi№zany sojuszem.;;Мы уже состоим в военном союзе.;;;X
DIPROL_JOIN2;We are at war with %s, which is a member of this Military Alliance!;Nous sommes en guerre avec %s qui est membre de cette alliance militaire !;Siamo in guerra contro %s, membro di questa alleanza militare!;Estamos en guerra con %s, que pertenece a esta alianza militar.;Wir befinden uns im Krieg mit %s, einem Mitglied dieses Militдrbьndnisses!;Jesteњmy w stanie wojny z paсstwem: %s, ktуre jest czіonkiem tego sojuszu.;;Мы находимся в состоянии войны с государством %s, которое входит в этот военный союз!;;;X
DIPROL_JOIN3;They are part of an alliance led by %s. You need to ask %s to join!;Ils sont membres de l'alliance menйe par %s. Vous devez d'abord demander а %s de vous rejoindre !;Fanno parte dell'alleanza guidata da %s. Devi chiedere a %s di ammetterti!;Forma parte de la alianza que lidera %s. Has de pedirle a %s unirte a ella.;Sie sind Teil des von %s angefьhrten Bьndnisses. Wenn Sie ihm beitreten mцchten, mьssen Sie %s darum bitten!;To paсstwo jest czіonkiem sojuszu pod przywуdztwem paсstwa: %s. Musisz poprosiж paсstwo: %s, aby poі№czyж siк z nimi sojuszem.;;Эта страна входит в союз, возглавляемый государством %s. Именно %s принимает решение о нашем присоединении к этому союзу!;;;X
DIPROL_GUARANTEE;If we guarantee the independence of %s, we will gain a Casus Belli on any country attacking them within the next five years.;Le fait de garantir l'indйpendance de %s nous fournit un Casus Belli contre toute nation les attaquant au cours des cinq prochaines annйes.;Garantendo l'indipendenza a %s, qualora attaccassimo una qualsiasi nazione entro i prossimi cinque anni, le forniremo un casus belli.;Si garantizamos la independencia de %s, tendremos un 'casus belli' contra cualquier paнs que lo ataque en los cinco aсos siguientes.;Wenn wir die Unabhдngigkeit von %s garantieren, gibt dies uns in den nдchsten fьnf Jahren einen Kriegsgrund gegenьber jedem Land, das sie angreift.;Jeїeli zagwarantujemy niepodlegіoњж kraju: %s, uzyskamy Casus  Belli przeciw kaїdemu, kto zaatakuje go przez najbliїsze piкж lat.;;Если мы гарантируем независимость государства %s, мы получим повод объявить войну любому государству, которое нападет на них в следующие пять лет.;;;X
DIPROL_ASKACC;We will ask %s to allow us to march our troops through their country. While we are granted this, we will not be able to declare war upon them.;Nous allons donc demander а %s de permettre а nos troupes de transiter par leur territoire. Nous ne pourrons pas leur dйclarer la guerre tant que cet accord perdure.;Chiederemo a %s il permesso di far marciare le nostre truppe attraverso il loro territorio. Nel frattempo, non potremo dichiarar loro guerra.;Le pediremos a %s que deje a nuestras tropas pasar por su paнs. Mientras esto nos estй garantizado, no podremos declararle la guerra.;Wir bitten %s, unsere Truppen durch ihr Land marschieren zu lassen. Wird uns dies gestattet, kцnnen wir ihnen nicht den Krieg erklдren.;Zapytamy paсstwo: %s, o pozwolenie na przemarsz wojsk. Jeїeli nam na to pozwoli, nie bкdziemy mogli wypowiedzieж wojny.;;Мы просим у государства %s разрешения на проход войск. Если они предоставят нам это право, мы не сможем объявить им войну.;;;X
