## STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;Extra1;Extra2;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
##;;;;;;;;;;;X
##;MAJOR NOTE ABOUT THIS FILE:;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;This file is loaded before any other text files to ensure that any text replacements to strings defined here will be noted.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;EDITING TIPS:;;;;;;;;;;X
##;;;;;;;;;;;X
##;Open this document in Excel, version 5 or later.;;;;;;;;;;X
##;To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;X
##;Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;X
##;Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;X
##;Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;X
##;Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;X
##;Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;X
##;Place the cursor in cell C2 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost column while still having the string names/comments and the English original text in the left and middle column;;;;;;;;;;X
##;CAREFULLY read the instructions in cells B26 - B68;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted by the engine, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;2) '%d' is for indicating where integer value is inserted by the engine, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places.;;;;;;;;;;X
##;3) '%.0f' is for indicating where non-integer value is inserted by the engine, and MAY NEVER BE REMOVED! 0 can be replaced by another number and defines displayed digits after the decimal point. Add '+' in front of '.' (example: '%+.2f') to display the sign of the number.;;;;;;;;;;X
##;4) '%c' is for indicating where a single character is inserted by the engine, and MAY NEVER BE REMOVED! ;;;;;;;;;;X
##;5) '\%%' can be used to display a single '%' character in texts. Use that with caution and avoid if possible as it could cause issues if used improperly.;;;;;;;;;;X
##;6) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.;;;;;;;;;;X
##;7) The characters '#' (hashmark), semicolon, '%' (percentage sign), '¶' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes as this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X
##;8) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;9) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;10) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;11) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS (Red,Green,Blue values):;;;;;;;;;;X
##;§A;0,64,0;;;;;;;;;X
##;§B;0,0,192;;;;;;;;;X
##;§C;128,0,0;;;;;;;;;X
##;§D;255,255,0;;;;;;;;;X
##;§E;255,0,255;;;;;;;;;X
##;§F;255,128,0;;;;;;;;;X
##;§G;0,100,0;;;;;;;;;X
##;§H;128,128,128;;;;;;;;;X
##;§I;0,0,255;;;;;;;;;X
##;§J;0,192,0;;;;;;;;;X
##;§M;100,255,100;;;;;;;;;X
##;§N;255,100,100;;;;;;;;;X
##;§R;240,0,0;;;;;;;;;X
##;§W;255,255,255;;;;;;;;;X
##;§Y;208,232,248;;;;;;;;;X
##;§Z;0,0,0;;;;;;;;;X
##;§§;restores old color;;;;;;;;;X
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X
##;12) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string). However you will notice once the translation is inserted that space IS limited in quite a few areas so be brief, and try not to use words that are considerably longer than the English original.;;;;;;;;;;X
##;13) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;14) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;15) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not exported into the actual text database file);;;;;;;;;;X
##;16) Test any special punctuation symbols and characters for proper displaying by the game first, before using those in other texts.;;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE:;;;;;;;;;;X
##;Save as 'Semicolon Separated (.csv)' format, and make sure file name is not changed.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE:;;;;;;;;;;X
##;If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
## LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;Extra1;Extra2;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
ALLIANCE_ENTENTE;T. Entente;Triple Entente;Triplice Intesa;Triple Entente;Entente;Ententa;;Антанта;;;X
DPERSONALITY_AUTOCRATIC_CHARMER;The Autocratic Charmer uses his charisma and ruthlessness to stay in power. He charms friend and foe alike and is an excellent negotiator. However, day-to-day governing is not his style and corruption flourishes under his rule.;Le charmeur autocratique se sert de son charisme et de sa nature impitoyable pour conserver le pouvoir. Il charme amis comme ennemis, et c'est un excellent nйgociateur. Pourtant, la gestion quotidienne du pays n'est pas son fort, et la corruption va bon train sous sa domination.;Quest'uomo sfrutta il proprio carisma e spietatezza per conservare il potere. Affascina non solo gli amici, ma anche i nemici ed и un eccellente negoziatore. La quotidiana gestione del governo non и perт il suo forte, favorirа perciт il dilagare della corruzione.;El autуcrata encantador usa su carisma y crueldad para mantenerse en el poder. Encanta por igual a amigos y enemigos y es un negociador excelente. Sin embargo, el gobierno diario de la naciуn no es lo suyo y la corrupciуn medra bajo su mandato.;Der selbstherrliche Charmeur setzt seinen Charme und seine Rьcksichtslosigkeit ein um an der Macht zu bleiben. Er wickelt alle mit seinem Charme ein und eignet sich hervorragend fьr Verhandlungen. Das tдgliche Regierungsgeschдft ist jedoch nicht sein Ding und unter seiner Herrschaft wдchst die Korruption.;Czaruj№cy autokrata і№czy bezlitosne dziaіania i talent krasomуwczy. Pozwala mu to niezagroїenie trwaж przy wіadzy. Przyjaciуі i wrogуw czaruje rozmow№ i jest њwietnym negocjatorem. Jednak codzienne rz№dzenie nie naleїy do jego mocnych stron, co skutkuje szerz№c№ siк korupcj№.;;Обаятельный деспот прибегает к жестокости там, где не срабатывает харизма, но предпочитает очаровывать друзей и врагов. Он может достичь соглашения в любой ситуации, но рутинная ежедневная работа не для него. Коррупция при нем расцветает пышным цветом.;;;X
DPERSONALITY_RESIGNED_GENERALISSIMO;The Resigned Generalissimo came to power to save his country from the ruin of anarchy and popular sentiment. He is tired of political bickering and tries to run the country as he used to command his regiment. Still, he is a competent and decisive man.;Le gйnйralissime rйsignй a pris le pouvoir pour sauver son pays des mйfaits de l'anarchie et du sentiment populaire. Il est fatiguй des querelles politiques, et essaie de diriger le pays comme il commandait autrefois son rйgiment. Il n'en reste pas moins un homme compйtent et rйsolu.;Quest'uomo rassegnato и salito al potere per salvare la sua nazione dall'anarchia e dal sentimentalismo popolare. Stanco dei battibecchi politici, tenta di gestire il paese allo stesso modo con cui conduceva il suo reggimento. И tuttavia un uomo competente e risoluto.;El generalнsimo en excedencia se hizo con el poder para salvar a su paнs de la ruina de la anarquнa y el parecer popular. Estб cansado de las peleas polнticas e intenta llevar el paнs como si fuera el regimiento que tuvo al mando. Aun asн, es un hombre competente y resuelto.;Der abgedankte Generalissimo kam an die Macht als er sein Land von der Anarchie und vцlkischer Gefьhlsduselei befreit hat. Er ist das politische Gezanke leid und regiert sein Land so, wie er sein Regiment regiert hat. Er ist jedoch ein kompetenter und entscheidungsfreudiger Mann.;Byіy generalissimus powrуciі do wіadzy, aby uratowaж swуj kraj przed anarchi№ i rozpadem. Jest zmкczony politycznymi gierkami i prуbuje rz№dziж tak, jak rz№dziі swoimi podwіadnymi w wojsku. Nie zmienia to faktu, їe jest zdecydowanym i kompetentnym przywуdc№.;;Генералиссимус в отставке вернулся в политику, чтобы спасти свою страну от анархии и народных волнений. Он не любит вести дискуссии и пытается управлять государством так же, как управлял дивизиями. Ему не откажешь в компетентности и решительности.;;;X
DPERSONALITY_BENEVOLENT_GENTLEMAN;The Benevolent Gentleman is charismatic and a master at winning elections. However, he lacks the character to be truly successful at the nation's helm. When things get rough, he merely smiles and waits out the winds of political opinion.;Le gentleman bienveillant est charismatique, et maоtre dans l'art de remporter les йlections. Il lui manque toutefois la force de caractиre nйcessaire pour кtre rйellement efficace aux postes de commande de son pays. Quand les choses vont mal, il se contente de sourire et d'attendre que tournent les vents de l'opinion politique.;Quest'uomo и carismatico ed esperto nel vincere le elezioni. Manca tuttavia della personalitа necessaria per avere un reale successo al timone del paese. Quando le cose si mettono male, sa solo sorridere e attendere con calma che la tempesta dell'opinione pubblica si calmi.;El caballero benevolente es carismбtico y un maestro en ganar elecciones. Sin embargo, carece del carбcter realmente necesario para llevar el timуn de la naciуn. Cuando las cosas se ponen feas, se limita a sonreнr y esperar a ver por dуnde sopla el viento de la opiniуn polнtica.;Der Gьtige Gentleman ist charismatisch und ein Meister im Gewinnen der Wahlen. Ihm fehlt jedoch der Charakter, um zum Wohle der Nation wirklich erfolgreich zu sein. Wenn die Dinge sich zuspitzen, dann lдchelt er nur und wartet ab, in welche Richtung er sein Fдhnchen hдngen wird.;Їyczliwy dїentelmen ma niesamowit№ charyzmк i jest mistrzem w wygrywaniu wyborуw. Do peіnego sukcesu brakuje mu jednak twardego charakteru. Kiedy stanie juї u steru paсstwa, potrafi siк tylko uњmiechaж i czekaж, dok№d poprowadzi go wiatr historii.;;Великодушный джентльмен обладает харизмой и умеет выигрывать выборы. Но он недостаточно тверд, чтобы стоять у руля государства, и в кризисных ситуациях занимает выжидательную позицию.;;;X
DPERSONALITY_WEARY_STIFF_NECK;The Weary Stiff-Neck is not the right man for this job. He tries to compensate for this with an aristocratic manner and stiff-necked acting. When it comes to politics he is weary and indecisive, always fearing that his lack of talent will show through his facade.;L'impassible fatiguй est loin d'кtre idйal pour le poste qu'il occupe. Il essaie de compenser а cela en prenant une attitude aristocratique et rigide. En termes politiques, il est las et indйcis, craignant toujours que son manque de talent transparaisse sous son masque.;Quest'uomo non и adatto a questo tipo di lavoro. Tenta tuttavia di colmare questa lacuna con maniere aristocratiche e un atteggiamento cocciuto. Quando si tratta di politica, и svogliato e titubante, nel costante timore che dietro la facciata si intraveda la sua mancanza di capacitа.;El pisaverde cansino no es el hombre apropiado para este trabajo. Intenta compensarlo con sus modales aristocrбticos y su actuaciуn obstinada. Cuando llega la hora de la polнtica, se muestra hastiado e indeciso, temiendo siempre que su falta de talento le eche por tierra su fachada.;Der mьde Aristokrat ist nicht der richtige Mann fьr diesen Job. Er bemьht sich darum, das mit seinem aristokratischen und ьberkandideltem Auftreten zu kompensieren. Wenn es um Politik geht ist er mьde und unentschieden und sorgt sich sehr darum, dass sein fehlendes Kцnnen bemerkt wird.;Niezdecydowany arystokrata nie jest wіaњciwym czіowiekiem na wіaњciwym miejscu. Ci№gle paraliїuje go strach, їe ludzie dostrzeg№, iї za mask№ sztywnego czіowieka z wyїszych sfer, kryje siк niezdecydowany przeciкtniak.;;Высокомерный зануда совершенно не умеет чем-либо управлять. За аристократическими манерами и высокомерием он пытается скрыть свою некомпетентность. В политике он проявляет нерешительность, опасаясь обнаружить свои слабости.;;;X
DPERSONALITY_INSIGNIFICANT_LAYMAN;The Insignificant Layman lacks any kind of ambition or political interest. The only reason people do not move against him is that he is fairly harmless and there is no better replacement.;L'amateur insignifiant est dйnuй de toute ambition ou intйrкt politique. La seule raison pour laquelle son peuple l'accepte est son innocuitй, et le fait qu'il n'existe personne de plus compйtent pour le remplacer.;Quest'uomo manca di qualsiasi ambizione o interesse politico. L'unica ragione per cui la gente non si ribella a lui и la sua sostanziale inoffensivitа e la mancanza di una valida alternativa.;El ciudadanito de a pie carece de cualquier ambiciуn o interйs polнtico. La ъnica razуn por la que el pueblo no se levanta contra йl es porque es bastante inofensivo y no hay un sustituto mejor.;Dem unbedeutenden Laien fehlt jede Art von Ehrgeiz oder politisches Interesse. Die Menschen lehnen sich nur deshalb nicht gegen ihn auf, weil er vergleichsweise harmlos ist und es keine bessere Alternative gibt.;Mierny laik nie posiada jakichkolwiek talentуw, czy politycznego zmysіu. Jedynym powodem, dla ktуrego nie zostaі jeszcze usuniкty ze stanowiska, jest jego nieszkodliwoњж i brak zdecydowanie lepszego nastкpcy.;;Случайное лицо не имеет политических амбиций. Он остается на своем посту только до тех пор, пока ему не находится мало-мальски подходящая замена.;;;X
DPERSONALITY_DIE_HARD_REFORMER;The Die-Hard Reformer wants to promote his political values and preferred system of government to other countries. He is willing to intervene politically and military to achieve his goals.;Le rйformateur intransigeant entend promouvoir ses valeurs politiques et son systиme de gouvernement prйfйrй auprиs des autres pays. Il est prкt а intervenir, que ce soit militairement ou politiquement, pour atteindre ses objectifs.;Quest'uomo intende sostenere i suoi valori e idee sul sistema di governo anche negli altri paesi. Pur di raggiungere i suoi scopi, и disposto a intervenire a livello politico e militare.;El reformador acйrrimo quiere llevar a los demбs paнses sus valores polнticos y sistema de gobierno preferido. Estб deseoso de intervenir polнtica y militarmente para conseguir sus objetivos.;Der knochenharte Reformer will seine politischen Werte und sein bevorzugtes Regierungssystem auf andere Lдnder ausweiten. Das wird er mit allen politischen und militдrischen Mitteln erreichen.;Nieugiкty reformator chce nieњж swoje wartoњci i jedyny sіuszny ustrуj wszystkim paсstwom wokуі. Jest zdecydowany dziaіaж zarуwno dyplomatycznie, jak i siіowo, aby osi№gn№ж swуj cel.;;Убежденный реформатор стремится навязать другим государствам свои политические ценности и представление о лучшей политической системе. Для достижения этих целей он не остановится перед политическим и военным вмешательством.;;;X
DPERSONALITY_PIG_HEADED_ISOLATIONIST;The Pig-Headed Isolationist is determined to keep his country out of war, and the mess of international politics. He might like or dislike international cooperation, but it is always national autonomy that is his goal.;L'isolationniste tкtu est dйterminй а ce que son pays reste hors de la guerre, et de la pagaille que reprйsente la politique internationale. Qu'il aime ou dйteste la coopйration internationale, son objectif reste l'autonomie nationale.;Quest'uomo и risoluto nel mantenere la propria nazione al di fuori della guerra e dal caos della politica internazionale. Che la cooperazione internazionale gli piaccia o meno, il suo obiettivo и sempre quello dell'autonomia nazionale.;El aislacionista empecinado estб decidido a mantener a su paнs fuera de la guerra y de los tejemanejes de la polнtica internacional. Puede gustarle o no la cooperaciуn internacional, pero la autonomнa nacional siempre serб su meta.;Der stцrrische Isolationist will sein Land aus dem Krieg und der internationalen Politbьhne raushalten. Unabhдngig davon, ob er internationale Zusammenarbeit annimmt oder ablehnt, seine nationale Autonomie hat immer Vorrang.;Uparty izolacjonista stawia sobie za cel utrzymanie swojego paсstwa z dala od wojny i baіaganu miкdzynarodowej polityki. Moїe lubiж miкdzynarodowe korporacje albo nie, jednak najwaїniejsza dla niego jest niezaleїnoњж wіasnego narodu.;;Тупой изоляционист хочет любой ценой удержать свою страну вне войны и международной политики. Иногда он признает необходимость международного сотрудничества в той степени, в какой оно не мешает этой изоляции.;;;X
DPERSONALITY_POPULAR_FIGUREHEAD;The Popular Figurehead has little power due to the system of government in his country. But due to his popularity, any firm statement of his will have to be taken into consideration by those who have power in the country.;Le systиme de gouvernement de son pays donne peu de pouvoir au chef de file populaire. Mais sa popularitй, et dans certains cas sa politique de non-intervention, font que quelles que soient ses dйclarations, elles doivent кtre prises en compte par ceux qui dйtiennent le pouvoir.;Quest'uomo dispone di poco potere a causa del sistema di governo della sua nazione. Ma, grazie alla sua popolaritа e, in alcuni casi, della politica di non coinvolgimento, qualsiasi sua dichiarazione fuori dalle righe riscuoterа sicuramente l'interesse di chi detiene il vero potere nel paese.;El adorno popular tiene poco poder debido al sistema de gobierno que hay en su paнs. Pero -debido a su popularidad y, a veces, lo poco que se mete en polнtica- los que llevan el poder en el paнs han de tener en cuenta cualquier declaraciуn que haga, por extraсa que sea.;Die beliebte Gallionsfigur verfьgt ob des Regierungssystems in seinem Land nur ьber sehr wenig Macht. Aber wegen seiner Beliebtheit und dem Hang, sich nicht einzumischen sollten auch unbedeutende Kommentare von ihm mit einbezogen werden.;Popularny figurant nie posiada prawdziwej wіadzy w paсstwie. Jednak dziкki popularnoњci w narodzie, kaїdy jego kaprys musi byж brany pod rozwagк przez ludzi posiadaj№cych prawdziw№ wіadzк.;;Любимца народа обычно не допускают к рычагам власти. Но его популярность и независимая позиция часто придают достаточный вес его экстравагантным высказываниям.;;;X
DPERSONALITY_SILENT_WORKHORSE;The Silent Workhorse compensates for his lack of charisma with hard work and competence. He rarely takes pride of place, instead letting the Head of State shine in the sun while he gets the job done.;La bкte de travail silencieuse compense son manque de charisme par ses compйtences et ses capacitйs extrкmes au travail. Il est rarement sous les projecteurs, prйfйrant laisser le chef de l'йtat avoir sa place au soleil, tandis qu'il abat du travail.;Quest'uomo compensa la mancanza di carisma con competenza e duro lavoro. Raramente si vanta della sua posizione, al contrario, lascia che il Capo di Stato attiri tutti i meriti su di sй mentre lui si fa carico degli oneri.;El mulo discreto compensa su falta de carisma con su gran capacidad de trabajo y competencia. Rara vez ocupa el lugar de honor y, en vez de ello, deja que sea el Jefe de Estado el que brille al sol mientras йl hace el trabajo.;Der Ruhige Ackergaul kompensiert sein fehlendes Charisma mit unglaublicher Arbeitskraft und Kompetenz. Er schert sich nicht um seine eigene Person und lдsst das Staatsoberhaupt die Lorbeeren einheimsen wдhrend er die Arbeit erledigt.;Nasza szkapa nadrabia brak charyzmy niesamowit№ pracowitoњci№ i kompetencj№. Pozostaje w cieniu, po prostu wykonuj№c swoj№ pracк, zostawiaj№c њwiatіa jupiterуw innym.;;Рабочей лошадке не хватает харизмы, но этот недостаток искупается поразительной работоспособностью и компетентностью. Он не стремится к первым ролям, позволяя другим набирать популярность за счет проделанной им работы.;;;X
DPERSONALITY_NAIVE_OPTIMIST;The Naive Optimist is a competent administrator and politician. However, he often succumbs to wishful thinking and fails to grasp the traps which have been laid for him.;L'optimiste naпf est un bureaucrate et un politicien compйtent. Il a malheureusement trop souvent tendance а prendre ses dйsirs pour des rйalitйs, et dйtecte trop tard les piиges dans lesquels il est tombй.;Quest'uomo и un politico e amministratore competente. Tuttavia, cade troppo spesso nella trappola delle illusioni, rendendosi conto troppo tardi dei tranelli che gli sono stati tesi.;El optimista ingenuo es un administrador y polнtico competente. Sin embargo, cae con frecuencia en la trampa de las ideas bienintencionadas y se da cuenta demasiado tarde de ello.;Der Naive Optimist ist ein kompetenter Verwalter und Politiker. Er begeht jedoch oft den Fehler, sich falsche Vorstellungen zu machen und erkennt erst spдt die fьr ihn ausgelegten Fallen.;Naiwny optymista to dobry urzкdnik i polityk. Czкsto wpada jednak w puіapkк zbyt optymistycznego myњlenia i nie zauwaїa kіуd, rzuconych przez jego przeciwnikуw.;;Простодушный оптимист может быть опытным администратором и политиком. Но он склонен принимать желаемое за действительное и часто попадает в расставленные другими ловушки и западни.;;;X
DPERSONALITY_FLAMBOYANT_TOUGH_GUY;The Flamboyant Tough Guy is a natural leader and a real fighter. He will try to avoid conflict but, if forced to, he will fight to the bitter end. His showmanship generates many creative ideas which he will defend with the stubbornness of a mule, whether they are good or bad.;Le gros dur extravagant est un leader naturel et un vrai combattant. Il s'efforce d'йviter systйmatiquement les conflits, mais s'il y est forcй, est prкt а se battre jusqu'а la mort. Malheureusement, sa crйativitй tend а lui donner des idйes exйcrables qu'il est capable de dйfendre avec l'entкtement d'une mule.;Per natura un leader e un combattente. Una volta entrato nel conflitto, si batte all'ultimo sangue. Il suo estro, tuttavia, fa sм che partorisca pessime idee che difenderа anche quando l'evidenza dei fatti gli darа torto.;El tipo duro extravagante es un lнder nato y un luchador de verdad. Intentarб evitar el conflicto, pero, si se ve obligado, lucharб hasta el final, por amargo que sea. Pese a ello, su creatividad puede hacer que tenga ideas realmente malas que, a veces, defenderб con la tozudez de una mula.;Der schillernde Held ist ein geborener Fьhrer und ein echter Kдmpfer. Er wird versuchen, dem Konflikt aus dem Weg zu gehen, wenn es nicht anders geht kдmpft er jedoch bis zum bitteren Ende. Seine Kreativitдt sorgt jedoch dafьr, dass er manchmal auch schlechte Ideen hat, die er dann mit aller Macht verteidigt.;Twardziel to urodzony przywуdca i wojownik. Stara siк unikaж niepotrzebnych konfliktуw, jednak sprowokowany bкdzie walczyі aї do koсca. Z drugiej strony jego konsekwencja czкsto zmienia siк w upуr, gdy nie moїna mu wybiж z gіowy caіkiem chybionych pomysіуw.;;Гибкий профессионал обладает всеми качествами лидера и бойца. Он не стремится к конфликтам, но в случае необходимости готов сражаться до последнего. Он всегда переполнен идеями, которые защищает с ослиным упрямством, но эти идеи не всегда удачны.;;;X
DPERSONALITY_HAPPY_AMATEUR;The Happy Amateur got his position by pure chance and knows nothing of politics or government. However overwhelmed by the surprise of being in office, his ever-smiling face gives him an aura of confidence. Luckily for him, the people are unaware of his staggering incompetence.;L'amateur heureux a obtenu son poste par le plus grand des hasards et ne connaоt rien а la politique ou au gouvernement. En revanche, comblй par sa nomination surprise, il arbore en permanence un sourire qui inspire confiance. Heureusement pour lui, rares sont ceux qui rйalisent l'immensitй dйsespйrante de son incompйtence.;Quest'uomo и arrivato alla sua posizione per puro caso e non ha idea di cosa siano la politica o il governo. Per quanto sia sorpreso egli stesso dal fatto di essere in carica, il suo eterno sorriso gli conferisce un'aria di sicurezza. Per sua fortuna, la gente non и al corrente della sua totale incompetenza.;El aficionado feliz consiguiу su cargo de pura chamba y no sabe nada de polнtica o gobierno. Sin embargo, abrumado por la sorpresa de estar al cargo, su cara de eterna sonrisa le da un aura de confianza. Por suerte para йl, la gente desconoce la asombrosa inmensidad de su incompetencia.;Der glьckliche Delettant ist durch reines Glьck an die Macht gekommen und hat keine Ahnung von Politik und Regierungsgeschдften. Er ist jedoch so ьberrascht ьber seine Ernennung, dass sein ewiges Grinsen ihm eine gewisse Vertrauenswьrdigkeit verleiht. Seine Leute sind sich zum Glьck seiner einschneidenden Inkompetenz nicht bewusst.;Szczкњciarz ignorant osi№gn№і sukces dziкki szczкњliwemu zbiegowi okolicznoњci. Mimo, їe boi siк odpowiedzialnoњci, jego zawsze uњmiechniкta twarz dodaje mu sporo pewnoњci siebie. Na jego szczкњcie ludzie dookoіa nie zdaj№ sobie sprawy z ukrytych w nim, niezmierzonych pokіadуw niekompetencji.;;Беззаботный дилетант случайно оказался на высоком посту и совершенно не разбирается в политике и управлении. Однако веселое настроение и добродушие, вызванное ощущением собственной значимости, придает ему уверенный вид. К счастью для него, окружающие редко замечают вопиющие провалы в его эрудиции и компетентности.;;;X
DPERSONALITY_BACKROOM_BACKSTABBER;The Backroom Backstabber is a political veteran with years of experience as a party whip and senior party member. No intrigue will oust him and no foreign government can topple him. Foreign governments have to be very cautious around him though.;Le traоtre sournois est un vйtйran politique avec des annйes d'expйrience comme whip et membre de longue date du parti. Aucune intrigue ne le fera partir, et aucun gouvernement йtranger ne peut le renverser. Les gouvernement йtrangers doivent agir avec circonspection autour de lui.;Quest'uomo и un veterano della politica, con anni di esperienza come segretario e membro di partito. И in grado di superare qualsiasi intrigo di governo e persino di resistere all'instaurazione di un governo straniero. Ma quest'ultimo dovrа fare molta attenzione con lui...;El apuсalador en la sombra es un veterano polнtico con aсos de experiencia como miembro del partido y dirigente del mismo. Ninguna intriga puede desbancarlo ni ningъn gobierno extranjero derrocarlo. Ademбs, los gobiernos extranjeros que estйn a su alrededor deben mostrarse muy cautos.;Der hinterfotzige Schleimer ist ein politischer Veteran mit jahrelanger Erfahrung als Partylцwe und Vorsitzender seiner Partei. Keine Intrige, die er nicht aufdeckt und keine auslдndische Regierung, die ihn stьrzen kann. Man muss jedoch sehr auf ihn Acht geben.;Stary wyjadacz to polityczny weteran, z dіugim doњwiadczeniem na czoіowych stanowiskach w partii. Nie oszuka go їaden intrygant ani kanciarz. Obce rz№dy musz№ bardzo uwaїaж, gdy prуbuj№ graж z nim w dyplomatyczne gry.;;За плечами тайного манипулятора долгие годы политической борьбы. Это ветеран партийных схваток. Он практически неуязвим перед интригами внешних и внутренних противников. Иностранные лидеры должны всерьез считаться с ним.;;;X
DPERSONALITY_SMILING_OILMAN;The Smiling Oilman is a self-made man and a former CEO of a large Oil Company. His experience, and some say his money, have brought him into office. However, he lacks political skill and is a novice in the international arena. At least he is thick-skinned, competent and a fast learner.;Le pйtrolier souriant est un nouveau riche, ex-PDG d'un grand groupe pйtrolier. C'est son expйrience, et d'aucuns disent son argent, qui l'ont йlu. Il manque en revanche de talent politique, et est novice sur la scиne internationale. Cela dit, il a la peau dure, il est compйtent, et il apprend vite.;Ex presidente di una grande compagnia petrolifera, quest'uomo si и fatto da sй. Ha guadagnato consenso grazie alla sua esperienza e, qualcuno dice, al suo denaro. Manca di luciditа politica ed и un novellino nell'arena internazionale. Vanta comunque forza, competenza e rapiditа di apprendimento.;El magnate sonriente es un antiguo directivo de una compaснa petrolнfera que se hizo a sн mismo. Su experiencia (y algunos dicen que su dinero) lo han llevado al cargo. Sin embargo, carece de habilidad polнtica y es un novato en la palestra internacional. Al menos, es duro de pelar, competente y aprende rбpido.;Der lдchelnde Цlmagnat ist ein Selfmademan und ehemaliger Vorsitzender einer groЯen Цlgesellschaft. Seine Erfahrung und, wie manche behaupten, sein Geld, haben ihn an die Macht gebracht. Ihm fehlte es jedoch an politischem Geschick und auf der internationalen Bьhne ist er noch ein Grьnschnabel. Aber er hat die Haut eines Elefanten, kompetent, und er lernt ausgesprochen schnell.;Uњmiechniкty nafciarz sam stworzyі swoj№ potкgк. Jest byіym prezesem duїej firmy naftowej. Jego doњwiadczenie i pieni№dze wprowadziіy go na salony. Brakuje mu jeszcze ogіady i niuanse polityki miкdzynarodowej s№ mu nieznane, ale nadrabia to gruboskуrnoњci№ i ogromn№ wiedz№.;;Улыбчивый нефтяной магнат обязан своими успехами только самому себе. Опыт управления и (по слухам) деньги позволили ему занять место в правительстве. В большой политике он все-таки дилетант, а в международной - новичок. Но у него есть и достоинства: толстокожесть, опыт и способность быстро учиться.;;;X
