y;English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
TUTORIAL_1_A12_NAME;The Statistics screen;Йcran Statistiques;Schermata Statistiche;La pantalla de estadнsticas;Der Statistik-Bildschirm ;Ekran statystyk;;Экран статистики;;;X
TUTORIAL_1_A12_DESC;In Darkest Hour you are never alone. At all times, there are almost a hundred other nations doing the same things as you do. When you need the really hard facts on things, this is where you should go. The abundance of information may be a bit hard to digest for the new player, but you will soon be craving this information and more! To round up this guided tour of the game, press Enter.;Vous n'кtes jamais seul avec Hearts of Iron II. Car quel que soit le moment, prиs d'une centaine de pays font la mкme chose que vous. Si vous avez besoin de donnйes concrиtes sur certains sujets, c'est lа qu'il faut aller. L'abondance d'informations peut sembler un peu difficile а digйrer pour un joueur dйbutant, mais trиs bientфt vous serez accro а ces donnйes, а toujours plus de donnйes ! Pour terminer cette visite guidйe du jeu, veuillez appuyer sur Entrйe.;In Darkest Hour non sei mai solo. In ogni momento, ci sono almeno un centinaio di altre nazioni che stanno facendo esattamente quello che fai tu. Quando avrai bisogno di dati e cifre, questa и la schermata che dovrai visualizzare. Per i nuovi giocatori, la quantitа di informazioni potrebbe essere un po' pesante, ma ben presto non potrai farne a meno e ne vorrai delle altre! Per concludere questo tour guidato, premi Invio.;En Darkest Hour nunca estбs solo. En todo momento hay casi cien paнses mбs haciendo lo mismo que tъ. Cuando necesites los hechos desnudos deberнas acudir aquн. Puede que la cantidad de informaciуn sea difнcil de digerir para un jugador nuevo, pero no tardarбs en codiciar la que hay, Ўy mucha mбs! Para concluir esta visita guiada del juego pulsa 'Intro'.;In Hearts of Iron II sind Sie nie allein. Manchmal sind bis zu einhundert Nationen damit beschдftigt, genau dasselbe zu tun wie Sie. Wenn Sie knallharte Fakten ьber die aktuellen Ereignisse brauchen, dann finden Sie die hier. Obwohl die Flut an Informationen hier zunдchst verwirrend erscheint, werden Sie nach einer Weile geradezu danach hungern. So, und zum Abschluss der Einfьhrung klicken Sie jetzt bitte auf die Eingabetaste.;W Darkest Hour nigdy nie jesteњ sam. Caіy czas dziesi№tki narodуw robi№ to samo, co Ty. Kiedy chcesz sprawdziж, jak im idzie, to wіaњnie to jest wіaњciwe miejsce. Na pocz№tku moїesz poczuж siк przytіoczony iloњci№ informacji, ktуra zostaіa tu zgromadzona, wkrуtce jednak nie bкdziesz w stanie bez niej rz№dziж swoim paсstwem. Naciњnij Enter, aby zakoсczyж t№ czкњж samouczka.;;В игровом мире 'Darkest Hour' действуют почти сто исторических государств, каждое из которых преследует свои стратегические и политические цели. Здесь вы можете получить полную и достоверную информацию о ваших союзниках, противниках и нейтральных государствах. Если вы новичок в игре, вам потребуется время, чтобы разобраться в обилии самых разнообразных данных. Но эта информация поможет спланировать ваши действия, и вскоре вам покажется, что ее недостаточно! Чтобы выйти из этого учебного сценария, нажмите Enter или щелкните мышкой по зеленой стрелке в нижнем правом углу.;;;X
TUTORIAL_1_A13_NAME;Conclusion.;Conclusion;Conclusione.;Conclusiуn.;Schlussbemerkung;Podsumowanie;;Заключение;;;X
TUTORIAL_1_A13_DESC;This concludes our brief presentation of Darkest Hour. You have familiarized yourself with the basic layout of the screen and the main views. In the further chapters we'll introduce you to things step-by-step.;Ici se termine notre brиve introduction d'Hearts of Iron 2. Vous vous кtes familiarisй avec les diverses fonctions de l'йcran, et avec les principaux affichages. Dans les chapitres suivants nous vous prйsenterons les choses par йtapes.;Cosм si conclude questa breve presentazione di Darkest Hour. Hai acquisito familiaritа con l'impostazione di base delle schermate e delle visualizzazioni principali. Nei capitoli successivi, ti verranno spiegate le cose passo per passo.;Esto finaliza nuestra breve presentaciуn de Darkest Hour. Ya te has familiarizado con la disposiciуn bбsica de la pantalla y de las vistas principales. En capнtulos posteriores te iniciaremos en esas cuestiones paso a paso.;Hier beenden wir unsere kurze Einfьhrung in Hearts of Iron II. Wir haben Sie mit den wichtigsten Layouts und Bildschirmansichten vertraut gemacht. In den folgenden Kapiteln gehen wir nocheinmal intensiver auf die einzelnen Themen ein.;Tak koсczy siк wstкpna prezentacja Darkest Hour. Poznaіeњ rozkіad ekranu i podstawy interfejsu. W dalszych rozdziaіach pokaїemy Ci o wiele wiкcej.;;На этом краткое ознакомление с игрой 'Darkest Hour' закончено. Вы получили общее представление об игровых экранах. В следующих главах мы более подробно познакомим вас с игровой механикой.;;;X
TUTORIAL_1_A14_NAME;Diplomacy Tab;Onglet Diplomatie;Scheda Diplomazia;Pestaсa de diplomacia;Registerkarte Diplomatie;Zakіadka Dyplomacji;;Значок дипломатии;;;X
TUTORIAL_1_A14_DESC;**;**;**;**;**;**;;**;;;X
TUTORIAL_1_A15_NAME;Statistics Tab;Onglet Statistiques;Scheda Statistiche;Pestaсa de estadнsticas;Registerkarte Statistik;Zakіadka Statystyk;;Значок статистики;;;X
TUTORIAL_1_A15_DESC;**;**;**;**;**;**;;**;;;X
TUTORIAL_1_A16_NAME;Province Info;Donnйes Province;Informazioni Province;Informaciуn de la provincia;Information Provinzen;Informacje o prowincjach;;Данные о провинциях;;;X
TUTORIAL_1_A16_DESC;**;**;**;**;**;**;;**;;;X
TUTORIAL_1_A17_NAME;Army Info;Donnйes Armйe;Informazioni Esercito;Informaciуn del ejйrcito;Information Armeen;Siіy l№dowe;;Данные об армии;;;X
TUTORIAL_1_A17_DESC;**;**;**;**;**;**;;**;;;X
TUTORIAL_1_A18_NAME;Air Info;Donnйes Aйriennes;Informazioni aeree;Informaciуn aйrea;Information Luftwaffe;Siіy lotnicze;;Данные  о ВВС;;;X
TUTORIAL_1_A18_DESC;**;**;**;**;**;**;;**;;;X
TUTORIAL_1_A19_NAME;Naval Info;Donnйes Navales;Informazioni navali;Informaciуn naval;Information Marine;Siіy morskie;;Данные  о ВМС;;;X
TUTORIAL_1_A19_DESC;**;**;**;**;**;**;;**;;;X
TUTORIAL_1_A20_NAME;Combat Info;Donnйes Combat;Informazioni Combattimento;Informaciуn de combate;Information Kдmpfe;Walki;;Данные  о сражениях;;;X
TUTORIAL_1_A20_DESC;**;**;**;**;**;**;;**;;;X
TUTORIAL_1_A21_NAME;Force Pool;Rйserve;Forza militare disponibile;Reserva de fuerzas;Truppenpool;Pula jednostek;;Резервы;;;X
TUTORIAL_1_A21_DESC;**;**;**;**;**;**;;**;;;X
TUTORIAL_1_A22_NAME;End of chapter;Fin du chapitre;Fine del capitolo;Fin del capнtulo;Ende des Kapitels;Koniec rozdziaіu;;Конец раздела;;;X
TUTORIAL_1_A22_DESC;**;**;**;**;**;**;;**;;;X
TUTORIAL_1_A23_NAME;Welcome to the Interface tutorial.;Bienvenue sur le didacticiel Interface.;Benvenuto nel tutorial sull'Interfaccia.;Bienvenido al tutorial de la interfaz.;Willommen zum Interface-Tutorial;Witaj w rozdziale dotycz№cym interfejsu;;Добро пожаловать в учебный сценарий по игровым экранам;;;X
TUTORIAL_1_A23_DESC; In this chapter we will examine the layout of the game interface and Learn how to manage and operate your troops and units. To quit the tutorial, click the MENU button in the upper-right corner of the screen and choose SURRENDER.; Nous allons examiner dans ce chapitre la disposition de l'interface de jeu, et apprendre а gйrer et а commander les troupes et les unitйs. Pour quitter le didacticiel, cliquez sur le bouton MENU dans le coin en haut а droite de l'йcran, et sйlectionnez REDDITION.; In questo capitolo esamineremo l'interfaccia di gioco e impareremo a gestire e far funzionare truppe e unitа. Per uscire dal tutorial, clicca sul pulsante Menu nell'angolo in alto a destra dello schermo e seleziona ARRENDITI.; En este capнtulo examinaremos la disposiciуn de la interfaz del juego y aprenderemos a gestionar y dirigir tus tropas y unidades. Para salir del tutorial haz clic en el botуn 'MENЪ' en la esquina superior derecha de la pantalla y elige 'RENDIRSE';In diesem Kapitel werden wir das Layout des Spielinterfaces vorstellen und zeigen, wie man damit die Truppen und Einheiten leiten kann. Um das Tutorial zu beenden, klicken Sie auf die Schaltflдche MENЬ oben rechts auf dem Bildschirm und wдhlen Sie dann KAPITULATION.;W tym rozdziale przybliїymy Ci rozkіad interfejsu uїytkownika i pokaїemy, jak zarz№dzaж jednostkami i prowincjami. Jeїeli chcesz opuњciж samouczek, kliknij na przycisk Menu w prawym gуrnym rogu ekranu i wybierz opcjк 'Kapitulacja';;В этом разделе вы познакомитесь с игровыми экранами и научитесь управлять войсками. Чтобы выйти из сценария, щелкните на кнопке МЕНЮ в правом верхнем углу экрана и выберите СДАТЬСЯ.;;;X
TUTORIAL_1_A24_NAME;Resource Info;Donnйes ressources;Informazioni Risorse;Informaciуn sobre recursos;Information Ressourcen;Zasoby;;Данные о ресурсах;;;X
TUTORIAL_1_A24_DESC;**;**;**;**;**;**;;**;;;X
TUTORIAL_1_A25_NAME;Additional Info;Donnйes supplйmentaires;Informazioni aggiuntive;Informaciуn adicional;Zusдtzliche Information;Dodatkowe Informacje;;Дополнительные данные;;;X
TUTORIAL_1_A25_DESC;**;**;**;**;**;**;;**;;;X
TUTORIAL_1_A26_NAME;The Map;La Carte;La mappa;El mapa;Die Karte;Mapa;;Карта;;;X
TUTORIAL_1_A26_DESC;**;**;**;**;**;**;;**;;;X
TUTORIAL_1_A27_NAME;Pausing and accessing the in-game menu;Faire une pause, et accйder au menu de jeu;Mettere in pausa e accedere al menu gestione di gioco;Pausar y acceder al menъ interno del juego;Pausieren und auf das Spiel-Menь zugreifen;Zatrzymanie gry i uїywanie gіуwnego menu ;;Остановка и выход в игровое меню;;;X
TUTORIAL_1_A27_DESC;In the upper-right corner of the screen, just below the diplomacy and statistics tabs you'll find two essential buttons - The Pause button and the Menu button. The pause-button displays the current date and time. HoI2 is played in highly accelerated real-time and decisions and plans that had to be made within days or even hours in history, will have to be made by you within second unless you Pause the game. Learn to control the pace of the game by pausing and un-pausing frequently. Another thing that you will want to do regularly is to change the time-scale. This is done by right clicking the Pause button and selecting the desired time-scale. You can also pause the game by pressing the 'Pause' button on your keyboard. Time-scale can be changed by pressing Ctrl and the + or – keys on the numeric keypad. The menu button is used to access the in-game menu. The in-game menu lets you save the game and change the setting for sound and gameplay. This is also where you find the option to surrender and quit the game.;Dans le coin en haut а droite de l'йcran, juste en dessous des onglets Diplomatie et Statistiques, vous trouverez deux boutons indispensables – Pause et Menu. Le bouton-pause affiche la date et l'heure du jour. HoI2 est jouй en temps rйel ultra-accйlйrй, et vous n'aurez que quelques secondes pour faire les plans et prendre les dйcisions qui dans le cours de l'histoire prendraient quelques jours ou mкme quelques heures, sauf si vous dйcidez de mettre le jeu en pause. Apprenez а maоtriser la vitesse du jeu en faisant rйguliиrement des pauses puis en reprenant. Nous vous recommandons йgalement de rйguliиrement modifier l'йchelle de temps Pour cela, cliquez avec le bouton droit de la souris sur le bouton Pause et sйlectionnez l'йchelle de temps voulue. Vous pouvez йgalement interrompre la partie en appuyant sur la touche 'Pause' de votre clavier. L'йchelle de temps peut кtre modifiйe en appuyant sur Ctrl et sur les touches + ou – du pavй numйrique. Le bouton Menu sert а accйder au menu de jeu. Le menu de jeu vous permet de sauvegarder la partie et de modifier les paramиtres de son et de jouabilitй. C'est йgalement ici que vous trouvez l'option qui permet de se rendre, et d'abandonner la partie.;Nella parte superiore destra dello schermo, sotto le cartelle Diplomazia e Statistiche, troverai due pulsanti fondamentali: il pulsante Pausa e il pulsante Menu. Il pulsante Pausa mostra la data attuale e il tempo. In DH, il tempo di gioco и fortemente accelerato, decisioni e progetti per i quali furono necessari ore o giorni nel corso della storia dovranno essere gestiti nel giro di pochi secondi, a meno che tu non metta il gioco in pausa. Impara a controllare il ritmo di gioco attivando e disattivando di frequente la pausa. Un'altra cosa di cui avrai probabilmente bisogno и modificare la progressione temporale cliccando sul pulsante Pausa e selezionando una specifica progressione temporale. Puoi mettere il gioco in pausa anche premendo Pausa sulla tastiera, mentre l'impostazione del tempo puт essere modificata premendo Ctrl e i tasti + o – sul tastierino numerico. Il pulsante Menu serve per accedere al menu gestione di gioco. Qui potrai salvare la partita, modificare le impostazioni audio e di gioco. Qui compare inoltre l'opzione per arrendersi e uscire dal gioco.;En la esquina superior derecha de la pantalla, justo debajo de las pestaсas de diplomacia y estadнsticas, encontrarбs dos botones esenciales: el de pausa y el de menъ. El primero muestra la fecha y hora actuales. Darkest Hour se juega en un aceleradнsimo tiempo real y, a no ser que pauses la partida, tendrбs que llevar a cabo en segundos las decisiones y planes que, histуricamente, tuvieron que ejecutarse en horas o incluso dнas. Aprende a controlar el ritmo de la partida pausando y reanudando con frecuencia. Otra cosa que querrбs hacer regularmente es cambiar la escala temporal. Eso se hace mediante un clic derecho en el botуn de pausa y seleccionando la escala deseada. Tambiйn puedes detener la partida pulsando el botуn 'Pause' del teclado. La escala temporal puede cambiarse pulsando Ctrl y las teclas + o - del teclado numйrico. El botуn de menъ se emplea para acceder al menъ interno del juego. Dicho menъ te permite guardar la partida y cambiar los ajustes del sonido y la jugabilidad. Tambiйn es donde encontrarбs la opciуn de rendirse y salir de la partida.;In der rechten oberen Ecke des Bildschirms, genau unterhalb der Registerkarten Diplomatie und Statistik, sehen Sie zwei sehr wichtige Schaltflдchen - die Schaltflдche Pause und die Schaltflдche Menь. Auf der Schaltflдche Pause wird das aktuelle Datum und die Zeit angegeben. HoI2 wird in beschleunigter Echtzeit gespielt und fьr Entscheidungen und Plдne, die in der Geschichte innerhalb von Tagen oder Stunden herangereift sind, bleiben Ihnen oft nur ein paar Sekunden. Steuern Sie die Spielzeit mit der Pausentaste und unterbrechen Sie das Spiel gelegentlich. Manchmal werden Sie auch die Zeitskala дndern wollen. Dazu klicken Sie mit der rechten Maustaste auf die Pausentaste und wдhlen die gewьnschte Zeitskala aus. Sie kцnnen das Spiel auch mit der 'Pause'-Taste auf Ihrer Tastatur unterbrechen. Die Zeitskala kann mit Strg. und + oder - geдndert werden. Mit der Menьtaste greifen Sie auf das Spiel-Menь zu. Hier kцnnen Sie das Spiel speichern und die Einstellungen дndern. Hier kapitulieren Sie auch oder beenden das Spiel.;W prawym gуrnym rogu ekranu, pod zakіadkami dyplomacji i statystyk znajdziesz dwa bardzo waїne przyciski – przycisk pauzy i menu. Przycisk pauzy pokazuje aktualn№ datк i godzinк. Akcja gry w HoI2 toczy siк w znacznie przyspieszonym czasie i decyzje w czasie rzeczywistym podejmowane w ci№gu godzin lub dni, bкdziesz musiaі podj№ж w ci№gu kilku sekund, o ile nie zatrzymasz upіywu czasu. Naucz siк kontrolowaж przebieg rozgrywki, czкsto zatrzymuj№c czas. Drug№ funkcj№, z ktуrej bкdziesz czкsto korzystaі, jest zmiana tempa gry. Moїesz je zmieniж klikaj№c PPM na przycisku pauzy, a nastкpnie wybieraj№c ї№dan№ skalк czasow№. Obie te funkcje dostкpne s№ takїe z klawiatury – czas zatrzymasz klawiszem 'Pause'. Aby przyspieszyж lub zwolniж tempo jego upіywu – przytrzymaj 'Ctrl' i naciњnij '+' lub '-' na klawiaturze numerycznej. Przycisk 'Menu' pozwoli Ci zapisaж, lub wczytaж stan gry, zmieniж ustawienia dџwiкku i innych opcji. Tutaj znajduj№ siк takїe funkcje wyjњcia z gry i kapitulacji.;;В правом верхнем углу экрана, прямо под кнопками дипломатии и статистики, расположены две важные кнопки - 'Пауза' и 'Меню'. Кнопка 'Пауза' показывает текущую игровую дату и время. 'Darkest Hour' - это игра в реальном, но очень ускоренном времени. Вам придется часто пользоваться кнопкой 'Пауза', чтобы получить возможность принимать важные решения в спокойной обстановке. Остановите игру. Попробуйте научиться регулировать темп игры частыми остановками и запуском времени. Кроме этого, вам понадобится часто изменять скорость игры. Правый щелчок на кнопке 'Пауза' позволяет вам выбирать нужную скорость. Вы также можете остановить игру нажатием клавиши Pause на клавиатуре компьютера. Скорость игры можно изменять одновременным нажатием клавиш Ctrl и '+' или '-'. Сохранить игру можно в игровом меню, там же можно настроить установки игры и звука, сдаться и выйти из игры.;;;X
TUTORIAL_1_A28_NAME;The Time Control Button;Le bouton de maоtrise du temps;Il pulsante Controllo del tempo;El botуn de control del tiempo;Die Schaltflдche Zeitsteuerung;Przycisk kontroli czasu;;Кнопка скорости игры;;;X
TUTORIAL_1_A28_DESC;**;**;**;**;**;**;;**;;;X
# Chapter 2 #######################;;;;;;;;;;;X
TUTORIAL_2_A1_NAME;Production;Production;Produzione;Producciуn;Produktion;Produkcja;;Производство;;;X
TUTORIAL_2_A1_DESC;Welcome to the tutorial. This chapter is all about production. We will take a look at how to acquire new army units and installations, manage your economy and handle logistics. Before we look at the production screen we need to learn about Industrial Capacity, the foundation for your economy. You can exit the tutorial at any time by pressing the ESC key on your keyboard.;Bienvenue sur le Didacticiel Ce chapitre concerne uniquement la production. Nous allons maintenant apprendre а acquйrir de nouvelles unitйs militaires et installations, а gйrer l'йconomie et la logistique. Avant de regarder l'йcran de production, йtudions les Points de Production, qui reprйsentent les fondements de votre йconomie. Vous pouvez quitter le didacticiel quand vous le souhaitez, en appuyant sur la touche Echap de votre clavier.;Benvenuto nel tutorial. Questo capitolo si occupa interamente della produzione. Daremo un'occhiata ai modi per acquisire nuove unitа e installazioni dell'esercito, per gestire l'economia e la logistica. Prima di passare alla schermata sulla produzione, dovremo perт imparare qualcosa sulla produttivitа industriale, la base della tua economia. Puoi uscire dal tutorial in qualsiasi momento premendo il tasto Esc.;Bienvenido al tutorial. Todo este capнtulo trata sobre la producciуn. Echaremos un vistazo a cуmo se adquieren nuevas unidades del ejйrcito e instalaciones, cуmo se gestiona la economнa y se maneja la logнstica. Antes de ver la ventana de producciуn necesitamos saber quй es la capacidad industrial, la base de tu economнa. Puedes salir del tutorial en cualquier momento si pulsas la tecla 'ESC' del teclado.;Dieses Kapitel des Tutorials behandelt die Produktion. Wir erklдren, wie man neue Armee-Einheiten und Einrichtungen erwirbt, die Wirtschaft steuert und mit der Logistik umgeht. Bevor wir uns den Produktionsbildschirm ansehen mьssen wir etwas ьber die Industriestдrke erfahren, die Grundlage Ihrer Wirtschaft. Beenden Sie das Tutorial einfach, indem Sie auf die ESC-Taste Ihrer Tastatur drьcken.;Witaj w samouczku. Ten rozdziaі traktuje o produkcji. Nauczysz siк budowaж nowe armie, fabryki i umocnienia, zarz№dzaж gospodark№ i logistyk№ swojego kraju. Zanim zajmiemy sie produkcj№, musisz zapoznaж siк ze wskaџnikiem Potencjaіu Przemysіowego – podstaw№ Twojej gospodarki. W  kaїdej chwili moїesz opuњciж samouczek naciskaj№c 'Esc'.;;Добро пожаловать в раздел 'Производство'. Здесь вы узнаете, как создавать новые воинские части и строить сооружения, управлять экономикой и снабжением. Но сначала нужно выяснить, из чего состоит ваш промышленный потенциал - основа экономики. Вы можете выйти из сценария в любой момент, если нажмете клавишу ESC на клавиатуре. ;;;X
TUTORIAL_2_A2a_NAME;Industrial capacity;Points de Production.;Produttivitа industriale;La capacidad industrial;Industriestдrke;Potencjaі przemysіowy;;Промышленный потенциал;;;X
TUTORIAL_2_A2a_DESC;Basically your Industrial Capacity (IC) is the amount of factories you have in all your provinces, modified by different bonuses and penalties. To be effective each factory needs 2 energy, 1 metal and 1/2 rare material per day. These resources are automatically produced in your provinces, or you can trade them from other nations. Let us now look at a province. Click on any Land Province to enter the province view.;En quelques mots, vos Points de Production reprйsentent le nombre d'usines que vous avez dans toutes vos provinces, modifiй par vos divers bonus et pйnalitйs. Pour кtre efficace, chaque usine a une consommation quotidienne de 2 charbons, 1 acier et 1:2 matйriaux rares. Ces ressources sont automatiquement produites par vos provinces, ou peuvent кtre йchangйes avec d'autres nations. Regardons maintenant une province. Cliquez sur Stettin (juste а cфtй de la flиche jaune), pour accйder а l'affichage Province.;La tua produttivitа industriale (PI) rappresenta sostanzialmente il numero di fabbriche sparse nelle tue province, variabile in base a bonus e penalitа. Per essere operativa, ogni fabbrica necessita quotidianamente di una quantitа di carbone pari a 2, una quantitа 1 di acciaio e 1/2 di materiali rari. Queste risorse vengono prodotte automaticamente nelle tue province o, in alternativa, possono essere acquistate da altre nazioni. Diamo ora un'occhiata a una provincia. Clicca sulla provincia di Stettin (accanto alla freccia gialla) per accedere alla visualizzazione della provincia.;Bбsicamente, tu capacidad industrial (CI) es la cantidad de fбbricas que tienes en todas tus provincias, modificada por distintas bonificaciones y penalizaciones. Para resultar eficaz, cada fбbrica necesita 2 de energнa, 1 de metal y 1/2 de materiales raros por dнa. Esos recursos se producen automбticamente en tus provincias, o puedes adquirirlos en otros paнses. Ahora veamos una provincia. Haz clic en la provincia de Stettin (justo al lado de la flecha amarilla) para entrar en la vista de la provincia.;Die Industriestдrke (IS) ist die Menge an Fabriken, die Sie in all Ihren Provinzen besitzen, und die durch verschiedene Bonuspunkte und Sanktionen bestimmt werden. Um effektiv arbeiten zu kцnnen benцtigt jede Fabrik 2 x Energie, 1 x Metall und 1/2 Seltenes Material pro Tag. Diese Ressourcen werden automatisch in Ihren Provinzen hergestellt, oder Sie kцnnen diese bei anderen Nationen eintauschen. Schauen wir uns jetzt einmal eine Provinz an. Klicken Sie auf die Provinz Stettin (direkt neben dem gelben Pfeil), um die Ansicht Provinz aufzurufen.;Ogуlnie rzecz bior№c, Potencjaі Przemysіowy (PP) to caіkowita iloњж fabryk we wszystkich Twoich prowincjach, przemnoїona przez modyfikatory. Aby efektywnie pracowaж, kaїda fabryka potrzebuje 2 jednostek energii, 1 j. stali i 1/2 j. materiaіуw rzadkich dziennie. Te zasoby s№ automatycznie produkowane w Twoich prowincjach, moїesz nimi takїe handlowaж z innymi narodami. Kliknij LPM na prowincjк Stettin (po prawej stronie їуіtej strzaіki) i wejdџ w widok prowincji.;;Промышленный потенциал (ПП) вашей страны определяется количеством заводов во всех ваших провинциях, умноженным на различные коэффициенты. Для нормальной работы каждый завод требует 2 единицы энергии, одну единицу металла и 1/2 единицы дефицитного сырья в день. Ресурсы автоматически производятся в ваших провинциях, а недостающие можно получить, заключая торговые соглашения с другими государствами. Теперь рассмотрим промышленность отдельной провинции. Щелкните на провинции Штеттин (на неё указывает желтая стрелка).;;;X
TUTORIAL_2_A2_NAME;;;;;;;;;;;X
TUTORIAL_2_A2_DESC;Now look at the white factory icon. The value next to it represents the amount of factories you have in this Province. Below that you can see a row of resource icons (metal, energy, oil and rare materials). They show how much of each resource is produced in this province every day. The manpower icon shows how much manpower stems from the province. Manpower is needed for building and reinforcing your armies. To construct a factory (and other province improvement) simply click on the appropriate icon to issue a construction order. Do so now. Your factory is now in the production queue, which will be explained a bit later.;Regardons maintenant l'icфne blanche Usine. La valeur adjacente а celle-ci reprйsente le nombre d'usines que vous possйdez а Stettin. Vous trouvez en dessous de celle-ci un rang d'icфnes de ressource (mйtal, charbon, pйtrole et matйriaux prйcieux). Ils vous indiquent la quantitй produite quotidiennement pour chaque ressource dans cette province. L'icфne Main-d'њuvre vous montre la somme de main d'њuvre provenant de la province. Vous avez besoin de main d'њuvre pour construire et renforcer vos armйes. Pour construire une usine (et apporter d'autres amйliorations а une province), cliquez simplement sur l'icфne adйquate pour йmettre un ordre de construction. Essayez. Votre usine est maintenant dans la file d'attente de production, qui vous sera expliquйe un peu plus tard.;Osserva ora l'icona bianca della fabbrica. Il valore riportato di lato rappresenta il numero di fabbriche presenti a Stettin. Sotto di esso si trova una fila di icone risorse (metalli, carbone, petrolio e materiali rari), che indicano la quantitа di risorse prodotte in questa provincia ogni giorno. L'icona manodopera mostra la quantitа di forza lavoro generata nella provincia. La manodopera и necessaria per allestire e rafforzare i tuoi eserciti. Per costruire una fabbrica (e altre infrastrutture nella provincia) basta cliccare sull'icona relativa e impartire un ordine di costruzione. Ora fai una prova. La tua fabbrica verrа messa in coda nell'elenco produzione, su cui torneremo piщ tardi.;Ahora observa el icono blanco de la fбbrica. El valor de al lado representa la cantidad de fбbricas que tienes en Stettin. Debajo verбs una fila de iconos de recursos (metal, energнa, petrуleo y materiales raros). Muestran cuбnto se produce al dнa de cada recurso en esa provincia. El icono de recursos humanos muestra cuбntos recursos humanos provienen de la provincia. Los recursos humanos son necesarios para construir y reforzar tus ejйrcitos. Para construir una fбbrica (y otras mejoras de la provincia) sуlo tienes que hacer clic en el icono apropiado para dar una orden de construcciуn. Hazlo ahora. Ahora tu fбbrica estб en la cola de producciуn, que se explicarб un poco mбs adelante.;Sehen Sie das weiЯe Fabriksymbol? Der Wert daneben zeigt die Anzahl von Fabriken an, die Sie in Stettin unterhalten. Darunter sind eine Reihe von Ressourcensymbolen (Metall, Energie, Цl und seltene Materialien) angegeben. Diese zeigen an, wie viel dieser Ressource in dieser Provinz pro Tag hergestellt wird. Das Wehrpflichtigensymbol zeigt an, wie viel Wehrpflichtige es in dieser Provinz gibt. Diese benцtigen Sie sowohl  fьr den Aufbau, aber auch die Auffrischung Ihrer Armeen. Um eine Fabrik zu bauen (und andere Verbesserungen innerhalb der Provinz durchzufьhren) klicken Sie auf das entsprechende Symbol um einen Bauauftrag auszugeben. Versuchen Sie das einmal. Ihre Fabrik ist jetzt in der Produktionsliste, die wir spдter erklдren werden.;Popatrz na biaі№ ikonк fabryki. Liczba wyњwietlona obok niej oznacza iloњж fabryk w prowincji Stettin. Poniїej widaж rz№d ikonek zasobуw (stal, energia, ropa, materiaіy rzadkie). Pokazuj№ one, jaka iloњж kaїdego zasobu produkowana jest dziennie w prowincji. Zasoby ludzkie s№ waїne dla tworzenia i dokonywania uzupeіnieс w jednostkach wojskowych. Kliknij na odpowiedni№ ikonkк, aby rozpocz№ж budowк fabryki (podobnie moїesz zbudowaж inne dobra w prowincji). Budowa fabryki zostaіa rozpoczкta – znajduje siк ona w kolejce produkcji, o ktуrej porozmawiamy za chwilк.;;Теперь взгляните на белый значок, изображающий завод. Число рядом с ним означает количество заводов в провинции Штеттин. Под ним вы видите значки ресурсов (металл, энергия, нефть и дефицитное сырье). Числа показывают ежедневное производство этих ресурсов в провинции. Значок людских ресурсов показывает их наличие в провинции. Людские ресурсы нужны для создания и пополнения войск. Чтобы построить в провинции завод или другое сооружение, просто щелкните по соответствующему значку и отдайте приказ о строительстве. Сделайте это. Теперь завод стоит в очереди производственных заданий. О ней мы расскажем чуть позже.;;;X
TUTORIAL_2_A3_NAME;;;;;;;;;;;X
